time,vibration
0.0,-0.00590809601275421
0.0010002000400080016,0.11829884260524928
0.002000400080016003,0.08128379229875682
0.0030006001200240046,0.1631021732365313
0.004000800160032006,0.42720939129380153
0.005001000200040008,0.6466078914626451
0.006001200240048009,0.5874057458338682
0.007001400280056011,0.3806000193648833
0.008001600320064013,0.1682688279723308
0.009001800360072015,0.24619268291667357
0.010002000400080016,-0.2576414903264703
0.011002200440088018,-0.2377422304183592
0.012002400480096018,-0.22505552396338285
0.01300260052010402,-0.323043474611946
0.014002800560112022,-0.574811443805424
0.015003000600120024,-0.4672319757154708
0.016003200640128026,-0.5883297548155328
0.017003400680136026,-0.5277711029922787
0.01800360072014403,-0.1911147540662873
0.01900380076015203,-0.15398710744087277
0.020004000800160033,0.21001330970435272
0.021004200840168033,0.16018112279517263
0.022004400880176037,0.21210750030238812
0.023004600920184037,0.4522741464147587
0.024004800960192037,0.5275459713370152
0.02500500100020004,0.6406697802240405
0.02600520104020804,0.4363492403500394
0.027005401080216044,0.36733914207738183
0.028005601120224044,0.3536934877139907
0.029005801160232048,0.18408046229008515
0.030006001200240048,-0.0394008046542072
0.03100620124024805,-0.0739833178319448
0.03200640128025605,-0.32124430497786655
0.033006601320264055,-0.4739756340234317
0.03400680136027205,-0.31631576886756446
0.035007001400280055,-0.5032092676916495
0.03600720144028806,-0.2736847792825873
0.03700740148029606,-0.3444158762611895
0.03800760152030406,-0.2560018799221823
0.03900780156031206,-0.19354067806152364
0.040008001600320066,-0.06988802896131265
0.04100820164032806,0.14847045593786898
0.042008401680336066,0.23136583168585662
0.04300860172034407,0.3880569125928265
0.04400880176035207,0.5424995845136459
0.04500900180036007,0.6100894659259356
0.04600920184036807,0.3287603263388995
0.04700940188037608,0.47090077188249035
0.048009601920384073,0.369307508727934
0.04900980196039208,0.34965178124603746
0.05001000200040008,0.019963769402514916
0.051010202040408084,-0.2211035763148983
0.05201040208041608,-0.33338695290347853
0.053010602120424084,-0.4089845995948653
0.05401080216043209,-0.4140979170118025
0.05501100220044009,-0.5078737755483456
0.05601120224044809,-0.6095141913678634
0.05701140228045609,-0.3057059283983259
0.058011602320464095,-0.3206347910161333
0.05901180236047209,-0.2021447043727555
0.060012002400480095,0.11065741907736015
0.0610122024404881,0.12474699962545793
0.0620124024804961,0.4903211816802203
0.0630126025205041,0.4323775527840533
0.0640128025605121,0.5202641617473807
0.0650130026005201,0.6700718608348692
0.06601320264052811,0.29631182494815644
0.06701340268053611,0.22262167613419925
0.0680136027205441,0.004646081683812919
0.0690138027605521,0.24327755777325435
0.07001400280056011,-0.12081630025719142
0.07101420284056811,-0.20115250073567542
0.07201440288057612,-0.21594099255666704
0.07301460292058412,-0.4463839267581369
0.07401480296059212,-0.3942590832951343
0.07501500300060011,-0.6135786758666719
0.07601520304060812,-0.5932463178509779
0.07701540308061612,-0.5437879767772432
0.07801560312062412,-0.3661553505140625
0.07901580316063213,-0.15443309808217823
0.08001600320064013,0.009582524095774675
0.08101620324064814,0.11871143935684692
0.08201640328065612,0.29835703744466924
0.08301660332066413,0.21957180516849858
0.08401680336067213,0.48066628866468136
0.08501700340068014,0.31707632905782723
0.08601720344068814,0.39013789357573
0.08701740348069614,0.40620344678531767
0.08801760352070415,0.25124177398846587
0.08901780356071214,0.22336065320083337
0.09001800360072014,-0.060007905040688536
0.09101820364072814,-0.08995149690397922
0.09201840368073615,-0.2023999145039153
0.09301860372074415,-0.4412650017155134
0.09401880376075215,-0.3361694710993228
0.09501900380076016,-0.6797207595318216
0.09601920384076815,-0.48625900089082347
0.09701940388077615,-0.40846085578863706
0.09801960392078415,-0.33052261337631456
0.09901980396079216,-0.08300058482828958
0.10002000400080016,-0.11954212812144548
0.10102020404080816,-0.09586139422421788
0.10202040408081617,0.34301743296240467
0.10302060412082417,0.455628494939173
0.10402080416083216,0.3327543667370732
0.10502100420084017,0.5367901266057273
0.10602120424084817,0.44983759285555547
0.10702140428085617,0.5213521443478283
0.10802160432086418,0.11947251907403075
